6.2552,11.674
6.4092,10.038
6.6935,10.987
6.7878,10.195
7.3272,10.908
7.3905,11.906
7.4062,10.603
7.4829,9.3418
7.517,7.7168
7.5259,9.8854
7.6016,11.617
7.6892,10.892
7.7164,10.44
7.7405,10.976
7.7893,10.162
7.82,9.5075
7.826,9.7661
7.8562,10.336
7.8709,10.258
7.8871,9.5262
7.9002,9.8473
7.9046,9.8407
7.9148,10.594
7.9186,10.823
7.9245,9.8556
7.9407,8.3725
7.9409,9.8375
7.9822,11.135
7.9954,9.4297
8.0477,9.3572
8.0682,8.5881
8.0779,9.4904
8.0882,10.254
8.0937,11.567
8.1059,8.8325
8.109,10.031
8.1219,10.428
8.1421,9.6371
8.1662,12.929
8.1683,11.098
8.1772,9.5304
8.1783,9.6394
8.1814,9.6632
8.2003,9.6054
8.2018,10.282
8.2198,11.858
8.2325,10.473
8.2357,9.9024
8.2413,10.047
8.2418,11.751
8.2487,10.915
8.2489,8.7351
8.2531,10.058
8.3001,9.2621
8.3096,9.5882
8.3261,12.063
8.3378,10.931
8.3409,10.029
8.3493,10.889
8.3574,9.0684
8.3608,8.6669
8.3635,11.381
8.3639,9.5853
8.3718,9.7711
8.3735,8.593
8.3755,8.7578
8.377,10.591
8.3825,10.588
8.3935,9.4437
8.4009,10.529
8.4202,12.439
8.4242,8.9429
8.4252,11.351
8.428,9.9937
8.4374,11.18
8.4433,10.322
8.4586,9.4246
8.4695,10.698
8.4746,10.343
8.4925,9.6662
8.4977,8.4236
8.4982,9.769
8.4993,9.7473
8.5,11.209
8.5014,10.972
8.5015,11.623
8.5156,9.7865
8.5253,8.6461
8.5403,11.172
8.5429,11.929
8.5562,9.2886
8.5649,9.7399
8.5696,7.6247
8.5699,10.162
8.5902,8.7278
8.5992,10.16
8.6075,10.712
8.6115,10.852
8.6169,9.0627
8.6345,10.323
8.6434,9.3702
8.6466,10.894
8.6542,9.0231
8.6678,10.394
8.675,10.203
8.6766,9.2503
8.6843,9.9367
8.6895,10.608
8.6991,9.9975
8.7002,9.8493
8.7199,9.2863
8.7203,10.83
8.7226,8.9718
8.7254,10.121
8.7258,9.8093
8.7284,8.7018
8.7319,10.822
8.7411,9.2555
8.7557,9.6571
8.7564,9.8367
8.7635,9.7074
8.7679,8.6483
8.7725,10.8
8.7746,11.65
8.7813,10.689
8.8022,9.8964
8.8054,8.3648
8.8059,10.406
8.8325,8.7199
8.8325,10.653
8.8335,10.297
8.8386,10.808
8.8402,10.992
8.8428,10.747
8.8469,9.0284
8.8525,10.256
8.8598,8.2743
8.862,9.7323
8.8664,9.1723
8.869,10.512
8.8734,11.067
8.8735,10.44
8.8749,9.7215
8.8807,11.162
8.8819,10.394
8.884,10.524
8.8854,9.1169
8.8899,10.58
8.8944,8.6283
8.9055,9.8515
8.9072,11.186
8.9118,10.081
8.92,9.7544
8.9281,9.3758
8.9303,9.8767
8.9313,9.613
8.9385,8.7249
8.9396,10.277
8.9399,10.23
8.9453,9.7674
8.9483,11.681
8.949,8.1982
8.952,10.463
8.9621,9.7313
8.9624,10.716
8.973,10.176
8.9793,9.3421
8.9811,9.3467
8.983,10.09
8.9866,9.4221
8.9893,11.069
8.99,9.529
8.993,8.8686
8.9938,8.5748
9.0026,10.181
9.0031,9.4901
9.0073,9.9074
9.0135,11.26
9.0177,10.161
9.0188,10.768
9.022,9.6498
9.0221,10.963
9.0238,9.3824
9.0264,9.5871
9.0273,9.9819
9.032,11.278
9.0343,9.3482
9.0374,8.8091
9.0447,11.66
9.0517,10.103
9.0556,9.4137
9.0571,10.967
9.067,9.9691
9.0734,9.0912
9.0778,11.647
9.0802,9.4623
9.0808,10.097
9.0837,11.938
9.0838,9.3995
9.0857,12.005
9.0889,11.155
9.0894,9.8797
9.0933,11.014
9.0955,8.8514
9.1005,9.9513
9.1052,9.8405
9.1071,8.6683
9.1083,10.035
9.1129,9.1072
9.1146,10.386
9.1177,11.144
9.1227,10.036
9.1254,9.3773
9.1259,11.338
9.1343,9.7609
9.1346,10.35
9.1351,9.2885
9.138,9.6366
9.1389,10.775
9.1401,7.9035
9.1403,11.061
9.1411,9.6173
9.1428,10.286
9.1431,9.5628
9.1433,9.9961
9.1436,9.3116
9.1438,11.029
9.1531,10.159
9.1629,9.3209
9.163,9.294
9.1683,10.053
9.1687,9.2619
9.1691,9.7035
9.1698,10.386
9.1726,9.8483
9.1733,9.2891
9.1733,10.072
9.1762,10.805
9.177,10.096
9.1771,10.04
9.1832,8.3766
9.1869,10.64
9.1914,8.5272
9.1917,9.7149
9.1952,9.3938
9.1983,10.714
9.1991,10.258
9.217,10.739
9.2197,9.5349
9.2205,8.9956
9.2224,8.586
9.2232,9.0466
9.2245,10.74
9.2245,9.0574
9.2257,8.9149
9.2271,10.439
9.2271,9.0664
9.2329,10.716
9.2349,9.7526
9.243,10.894
9.2465,9.7127
9.2505,10.096
9.2508,9.3536
9.2554,10.809
9.2579,10.521
9.2683,10.525
9.2722,10.267
9.2735,11.75
9.2739,10.737
9.2775,9.5846
9.2782,10.941
9.2784,10.801
9.2964,10.727
9.2998,10.744
9.3053,10.664
9.3069,10.79
9.3069,9.7312
9.3136,9.9346
9.3136,9.88
9.315,10.981
9.3181,11.106
9.3323,11.684
9.347,12.083
9.3514,10.068
9.3524,10.626
9.3551,9.5045
9.3568,10.513
9.3574,10.065
9.3614,10.031
9.3658,10.291
9.3733,8.8904
9.3753,8.6254
9.3762,10.654
9.3778,10.113
9.3781,10.419
9.3784,11.389
9.3811,10.929
9.3829,10.969
9.3863,11.277
9.3864,11.271
9.3871,10.047
9.3877,9.0498
9.388,9.0313
9.3969,9.381
9.3988,11.106
9.3994,8.8127
9.4026,9.8928
9.411,9.8011
9.4163,10.241
9.4247,11.45
9.4296,8.7948
9.4301,10.253
9.4301,10.468
9.4318,11.811
9.4371,9.5925
9.4431,8.6172
9.4473,10.442
9.4516,10.033
9.4524,10.677
9.4529,10.84
9.4564,11.116
9.4603,10.384
9.4614,9.1345
9.4615,10.05
9.462,9.8055
9.4626,10.304
9.4628,8.5681
9.467,8.7038
9.4675,10.391
9.4679,9.9957
9.4741,8.9775
9.4744,9.7533
9.4751,9.473
9.4837,10.376
9.4851,9.1916
9.4853,10.592
9.488,11.004
9.4889,8.2845
9.4947,10.362
9.4976,9.384
9.5002,10.565
9.5052,9.0503
9.5106,10.98
9.5134,9.5794
9.5153,8.3275
9.5154,9.5843
9.5154,9.4067
9.5192,9.8173
9.5193,9.2805
9.5309,11.765
9.5338,8.7847
9.5349,11.384
9.5361,10.219
9.5417,8.6953
9.5422,9.5776
9.5428,10.846
9.5442,11.69
9.5447,10.557
9.5526,9.3568
9.56,10.687
9.5707,10.15
9.5712,11.623
9.5713,10.603
9.5736,9.944
9.5776,9.4629
9.5797,11.665
9.5822,9.7966
9.5864,9.7105
9.5868,9.5303
9.589,8.4295
9.5914,12.026
9.5914,11.132
9.6009,11.058
9.6057,9.8505
9.6104,10.387
9.6127,9.9024
9.6129,9.4639
9.615,10.033
9.6164,10.956
9.6177,10.032
9.6184,9.8559
9.6206,8.7065
9.6236,8.8928
9.6243,10.079
9.6247,9.1039
9.6264,10.594
9.6271,9.2118
9.6324,9.8289
9.6325,11.298
9.6338,8.1509
9.6361,10.666
9.6449,9.4325
9.6529,10.807
9.6558,9.9349
9.6591,9.2434
9.6614,12
9.662,10.713
9.6745,8.6995
9.6749,9.1659
9.6768,9.5798
9.6786,9.8741
9.6805,10.362
9.6811,9.7622
9.6832,10.779
9.684,10.614
9.6856,11.256
9.6879,10.289
9.6885,9.3362
9.6907,9.1235
9.6915,8.4429
9.6948,11.429
9.6966,10.838
9.6971,10.493
9.6985,11.192
9.7053,13.216
9.7076,10.639
9.7101,7.8139
9.712,9.5851
9.716,11.114
9.72,11.042
9.7209,10.726
9.722,10.106
9.7224,10.542
9.7232,8.2678
9.7244,12.039
9.7248,9.3105
9.7262,9.6728
9.7275,10.657
9.7285,10.966
9.7286,10.389
9.7294,9.1789
9.7309,10.879
9.7355,10.371
9.7412,10.212
9.7495,10.871
9.7581,8.9197
9.7592,10.358
9.7617,9.1647
9.7639,8.9852
